,final_review_text,final_rating,sentiment,clean_review
12617,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,1.0,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brandsread
12618,Very good product.READ MORE,5.0,1.0,good productread
12619,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,1.0,great product great deal tata tea gold best till since used read
12620,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,1.0,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster deliveryread
12621,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,1.0,great test great quality great price point time deliver best option red tea lover read
12622,Nice 😊READ MORE,4.0,1.0,nice read
12623,Very Good Tata tea product.READ MORE,5.0,1.0,good tata tea productread
12624,Nice for red tea.Valeu for moneyREAD MORE,5.0,1.0,nice red teavaleu moneyread
12625,niceREAD MORE,4.0,1.0,niceread
12626,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,0.0,tata gold v tata tea premiumtata tea premium goodread
12627,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,1.0,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brandsread
12628,Very good product.READ MORE,5.0,1.0,good productread
12629,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,1.0,great product great deal tata tea gold best till since used read
12630,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,1.0,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster deliveryread
12631,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,1.0,great test great quality great price point time deliver best option red tea lover read
12632,Nice 😊READ MORE,4.0,1.0,nice read
12633,Very Good Tata tea product.READ MORE,5.0,1.0,good tata tea productread
12634,Nice for red tea.Valeu for moneyREAD MORE,5.0,1.0,nice red teavaleu moneyread
12635,niceREAD MORE,4.0,1.0,niceread
12636,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,0.0,tata gold v tata tea premiumtata tea premium goodread
12637,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,1.0,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brandsread
12638,Very good product.READ MORE,5.0,1.0,good productread
12639,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,1.0,great product great deal tata tea gold best till since used read
12640,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,1.0,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster deliveryread
12641,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,1.0,great test great quality great price point time deliver best option red tea lover read
12642,Nice 😊READ MORE,4.0,1.0,nice read
12643,Very Good Tata tea product.READ MORE,5.0,1.0,good tata tea productread
12644,Nice for red tea.Valeu for moneyREAD MORE,5.0,1.0,nice red teavaleu moneyread
12645,niceREAD MORE,4.0,1.0,niceread
12646,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,0.0,tata gold v tata tea premiumtata tea premium goodread
12647,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,1.0,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brandsread
12648,Very good product.READ MORE,5.0,1.0,good productread
12649,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,1.0,great product great deal tata tea gold best till since used read
12650,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,1.0,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster deliveryread
12651,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,1.0,great test great quality great price point time deliver best option red tea lover read
12652,Nice 😊READ MORE,4.0,1.0,nice read
12653,Very Good Tata tea product.READ MORE,5.0,1.0,good tata tea productread
12654,Nice for red tea.Valeu for moneyREAD MORE,5.0,1.0,nice red teavaleu moneyread
12655,niceREAD MORE,4.0,1.0,niceread
12656,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,0.0,tata gold v tata tea premiumtata tea premium goodread
12657,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,1.0,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brandsread
12658,Very good product.READ MORE,5.0,1.0,good productread
12659,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,1.0,great product great deal tata tea gold best till since used read
12660,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,1.0,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster deliveryread
12661,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,1.0,great test great quality great price point time deliver best option red tea lover read
